Date,Name,Description,Component,Affiliate Name,Class Name,Fully Formatted Result,Is Personal Record,Personal Record Description,Is Rx,Is Rx Plus,Result Type Label,Full Comment
06/28/2019,TBOOYM-Hulk,"For time
400m Run
Bottom to Bottom Tabata Back Squats [115/75]
400m Run
Top to Top Tabata Push Press [65/45]
400m Run
(Subtract 1sec from your time for each rep)",12438957,Fitness Battalion,CrossFit: 17:30,12:27,0,,1,0,Time,"55 bs, 65 pp"
06/28/2019,Max Double-Unders,Max set of Unbroken Double-Unders,165,Fitness Battalion,CrossFit: 17:30,30 Reps,0,,1,0,AMRAP - Reps,
06/26/2019,G.I. Jane,"GI Jane
100 Burpee Pull Ups
(Bar is [12/10] inches above standing reach)",8497298,Fitness Battalion,CrossFit: 17:30,14:47,0,,1,0,Time,bra 10
06/25/2019,Metcon,"15min AMRAP
250m Banded Row [Green/Purple]
6 Overhead Lunges [135/95]",12438910,Fitness Battalion,CrossFit: 17:30,6 + 0,0,,0,0,AMRAP - Rounds and Reps,
06/24/2019,Isabel Smash,"15min EMOM
2 Snatches [85%]",12438720,Fitness Battalion,CrossFit: 17:30,105 lbs,0,,1,0,Weight,
06/22/2019,Metcon,"9 Rounds of 5 Minutes
Run a 5 Point Suicide
Deadlift Top Hold (Hold Time = Suicide Time) [225/155][155/105][95/65]
Max Calorie Row",12376025,Fitness Battalion,CrossFit: 09:00,180 Calories,0,,1,0,Calories,
06/20/2019,Metcon,"15min AMRAP
5 Hang Power Cleans [135/95]
6 Front Rack Lunges",12376000,Fitness Battalion,CrossFit: 18:30,13 + 1,0,,0,0,AMRAP - Rounds and Reps,5 BS + 6 Lunge - shoulder injury
06/19/2019,Metcon,"3 Rounds
400m Run
10 Thrusters [95/65]",12375982,Fitness Battalion,CrossFit: 17:30,8:10,0,,1,0,Time,vested 20#
06/17/2019,Metcon,"21-15-9
Goblet Squats [70/53]
RKB Swings
Burpees",12375955,Fitness Battalion,CrossFit: 17:30,8:20,0,,0,0,Time,"vest, sprawls, 35#"
06/13/2019,Kendrick,"800m Run
15 CTB Pull Ups
15 Cleans [95/65]
800m Run
15 WB Shots [20/14]
15 CTB Pull UPs
800m Run",12344700,Fitness Battalion,CrossFit: 17:30,18:30,0,,0,0,Time,
06/12/2019,Metcon,"5 Rounds 9min Each
25 Triple Unders
50 Hammer Strikes
10 Strict HSPU
50 RKB Swings [100/70]
AMRAP DB Burpees [15s/10s]",12253889,Fitness Battalion,CrossFit Coaches Class,30 Reps,0,,0,0,AMRAP - Reps,"doubles, kipping to an abmat"
06/11/2019,Metcon,"15-12-9
KB WB Shots [70/53]
DB Burpees [15s/10s]",12253883,Fitness Battalion,CrossFit: 17:30,6:10,0,,1,0,Time,
06/10/2019,Metcon,"3 Rounds
250m Sled Push [4x45/2x45]
7 Deadlifts [315/195]",12253873,Fitness Battalion,CrossFit: 17:30,20:00,0,,0,0,Time,2x45: 2 rounds
06/07/2019,Lumberjack 20,"20 Deadlifts, 275# 
Run 400m   
20 Kettlebell swings, 70#  
Run 400m   
20 Overhead Squats, 115#  
 Run 400m   
20 Burpees   
Run 400m   
20 Chest-To-Bar Pull-ups 
Run 400m   
20 Box Jumps, 24""   
Run 400m  
20 Dumbbell Squat Cleans, 45#  
Run 400m",163,Fitness Battalion,CrossFit: 17:30,28:06,0,,1,0,Time,
06/06/2019,Metcon,"15min AMRAP
15 RDLs [95/65]
10 Hang Power Cleans
5 Hang Power Snatches
(Every time you break complete 1 Rope Climb before continuing)",12253702,Fitness Battalion,CrossFit: 12:00,3 + 15,0,,0,0,AMRAP - Rounds and Reps,85#
06/05/2019,Metcon,"5 Rounds
AMRAP Strict Pull Ups
10 GHRs
30m Slosh Ball Carry [130/84]",12253683,Fitness Battalion,CrossFit: 17:30,14:50,0,,0,0,Time,kip up control down: 5x3
06/04/2019,Metcon,"15min AMRAP
250m Run
10 Hang Power Snatches [75/55]
5 Thrusters",12253625,Fitness Battalion,CrossFit: 12:00,6 + 100,0,,1,0,AMRAP - Rounds and Reps,
06/03/2019,Metcon,"8-6-4
Power Clean [225/135]
Front Rack Lunges",12253618,Fitness Battalion,CrossFit: 17:30,10:00,0,,1,0,Time,145#
05/17/2019,Filthy Fifty,"For Time:  
50 Box jumps, 24""   
50 Jumping pull-ups  
50 Kettlebell swings, 1 pood  
50 steps Walking Lunge  
50 Knees to elbows  
50 Push press, 45#   
50 Back extensions   
50 Wall ball shots, 20#  
50 Burpees 
50 Double unders",121,Fitness Battalion,CrossFit: 17:30,26:05,0,,1,0,Time,
05/16/2019,Metcon,"15min AMRAP
20 Deadlifts [95/65]
15 Hang Power Snatches
10 Push Presses
5 Overhead Squats",12080302,Fitness Battalion,CrossFit: 17:30,2 + 10,0,,1,0,AMRAP - Rounds and Reps,
05/15/2019,Metcon,"15min AMRAP
10 Deficit Push Ups [4""]
5 Pull Ups
1 Bar Muscle Up",12080253,Fitness Battalion,CrossFit: 17:30,9 + 0,0,,0,0,AMRAP - Rounds and Reps,green 24-4 bmu
05/14/2019,Metcon,"12-9-6
Hang Power Cleans [135/80]
Shoulder Presses",12080125,Fitness Battalion,CrossFit: 17:30,3:54,0,,0,0,Time,
05/14/2019,Max Double-Unders,Max set of Unbroken Double-Unders,165,Fitness Battalion,CrossFit: 17:30,32 Reps,0,,1,0,AMRAP - Reps,
05/14/2019,2min Double-Unders,Get as many double-unders as possible in two minutes. Record your largest unbroken set in the notes,8435223,Fitness Battalion,CrossFit: 17:30,122 Reps,1,PR by 22 reps vs. 100 on 04/08/2019,1,0,AMRAP - Reps,
05/13/2019,Metcon,"12-9-6
Burpees
Box Jumps [24""/20""]
(Wear a vest [40/20])",12080082,Fitness Battalion,CrossFit: 17:30,4:16,0,,1,0,Time,
05/10/2019,Metcon,"5 Rounds
10 Floor Presses [135/95]
10 Power Cleans
5 Clusters",12064326,Fitness Battalion,CrossFit: 12:00,17:29,0,,0,0,Time,75# floor presses
05/08/2019,Metcon,"9-6-3
Pullovers
Back Squats [275/165]",12064285,Fitness Battalion,CrossFit: 17:30,9:03,0,,0,0,Time,"21-15-9 ttb, 155#"
05/07/2019,Metcon,"3 Rounds
2000m Bike
10 Power Snatches [135/95]
1000m Bike
30 KB Sit Ups [53s/35s]
1000m Bike
20 Good Mornings [135/95]",12064272,Fitness Battalion,CrossFit: 17:30,37:04,0,,0,0,Time,ghd back extensions
05/06/2019,Helen,"3 Rounds for time of:  
400m Run  
21 Kettlebell Swings, 53# / 35#  
12 Pull-ups",134,Fitness Battalion,CrossFit: 17:30,9:47,0,,1,0,Time,
05/03/2019,Metcon,"3 Rounds
30 OH Band Presses [Purple/Black]
60m OH Band Walk
1000m Row
50 Goblet Squats [53/35]
50 Goblet Lunges
400m Run",12023548,Fitness Battalion,CrossFit: 12:00,42:42,0,,1,0,Time,
05/02/2019,Metcon,"15min AMRAP
10 Shoulder Presses [95/65]
10 Barbell Burpees
1 Legless Rope Climb",12023522,Fitness Battalion,CrossFit: 12:00,5 + 0,0,,0,0,AMRAP - Rounds and Reps,rope pull-ups (6:1)
05/01/2019,Karen,"For Time:  
150 Wall-Ball Shots, 20# / 14#",155,Fitness Battalion,CrossFit: 17:30,6:48,1,PR by 0:24 vs. 7:12 on 12/08/2018,1,0,Time,
04/30/2019,Metcon,"15min AMRAP
10 Strict Pull Ups
15cal Bike",12023469,Fitness Battalion,CrossFit: 17:30,5 + 10,0,,0,0,AMRAP - Rounds and Reps,
04/26/2019,Metcon,"9-7-5
Slosh Ball Over Shoulders [130/84]
KB Swings [100/70]",11970273,Fitness Battalion,CrossFit: 6:30,3:35,0,,1,0,Time,
04/24/2019,Metcon,"5 Rounds
400m Run
10 Deadlifts [185/115]",11970240,Fitness Battalion,CrossFit: 17:30,13:40,0,,1,0,Time,30# sandbag for first 2 rounds
04/22/2019,Elizabeth Smash,"9-7-5
Squat Cleans [225/135]
Ring HSPU",8051031,Fitness Battalion,CrossFit: 17:30,10:20,0,,0,0,Time,21-15-9 harness ring dips
04/20/2019,Metcon,"Teams of Two
20-19-18-...-3-2-1
Deadlift [225/135][145/95][KB]
Front Squat [135/95][95/65][Goblet]
Pull Ups
(One bar or bell per team. One person working at a time. Team mate must finish their working set (ex 20 deadlifts) before switching)",11921996,Fitness Battalion,CrossFit: 09:00,0:00,0,,1,0,Time,round 6
04/19/2019,Metcon,"10 KB Snatches [53/35]
30m Waiters Walk (R)
20 Goblet Squats
30m Waiters Walk (L)
30 Burpees
30m Waiters Walk (R)
40 KB Swings
30m Waiters Walk (L)
50 KB Deadlifts
100 Double Unders",11921985,Fitness Battalion,CrossFit: 17:30,12:30,0,,1,0,Time,db
04/17/2019,Nasty Girls,"3 Rounds for time of: 
50 Air Squats  
7 Muscle-ups  
10 Hang Power Cleans, 135# / 95#",184,Fitness Battalion,CrossFit: 12:00,9:38,0,,0,0,Time,bar green 23-6
04/15/2019,Metcon,"15min AMRAP
20 Slosh Ball Walking Lunges
30 Slosh Ball Squats
10 Strict Pull Ups",11921907,Fitness Battalion,CrossFit: 17:30,3 + 9,0,,0,0,AMRAP - Rounds and Reps,"48#, kipping"
04/12/2019,Metcon,"4 Rounds
30 Tire Flips [345/225]
Rest
(Rest for the same amount of time it takes you to complete your flips)",11870429,Fitness Battalion,CrossFit: 12:00,38:37,0,,1,0,Time,345#
04/10/2019,Metcon,"15min AMRAP
5 Thrusters [135/95]
5 Deficit HSPU [4""]
5 KB Swings [100/70]",11870367,Fitness Battalion,CrossFit: 17:30,6 + 1,0,,0,0,AMRAP - Rounds and Reps,hspu to 10#+blue mat
04/08/2019,Metcon,"4 Rounds
25 Back Squat Jumps [135/95]
15 Back Rack Box Step Over [24/""20""]",11870312,Fitness Battalion,CrossFit: 17:30,20:30,0,,0,0,Time,"85#, then 65#"
04/08/2019,Max Double-Unders,Max set of Unbroken Double-Unders,165,Fitness Battalion,CrossFit: 17:30,35 Reps,1,PR by 34 reps vs. 1 on 09/18/2017,1,0,AMRAP - Reps,
04/08/2019,2min Double-Unders,Get as many double-unders as possible in two minutes. Record your largest unbroken set in the notes,8435223,Fitness Battalion,CrossFit: 17:30,100 Reps,1,PR by 5 reps vs. 95 on 02/11/2019,1,0,AMRAP - Reps,
04/06/2019,It's Over 9000!,"Collect 10,000 Points:
Run 1 meter = 1 point
Row 1 meter = 1 point
Bike 2 meters = 1 point
Walking Lunge 1 meter = 5 points
Frog Jump 1 meter = 5 points
Farmer's Carry 1 meter [2x70/2x53][2x53/2x35] = [6][4] points
Sled Push/Pull 1 meter [3x45/2x45][2x45/45][45/0] = [7][5][3] points
Back Squat [225/155][155/105][Goblet] = [20][15][10] points
Tire Flip = 25 points",11795954,Fitness Battalion,CrossFit: 09:00,47:40,0,,1,0,Time,
04/05/2019,Captain Diane,"30 Deadlifts [115/75]
21 Shoulder to Overhead
25 Deadlifts
15 Shoulder to Overhead
20 Deadlifts
9 Shoulder to Overhead",8008092,Fitness Battalion,CrossFit: 12:00,5:00,0,,1,0,Time,
04/03/2019,Metcon,"15min AMRAP
5 Strict Pull Ups
10 RKB Swings [100/70]
5 DB Burpees [20s/10s]",11795874,Fitness Battalion,CrossFit: 17:30,7 + 0,0,,1,0,AMRAP - Rounds and Reps,
04/01/2019,Metcon,"3 Rounds
400m Run
10 Power Snatches [135/95]
10 Strict Toes to Bar
(Wear a vest [20/10])",11795789,Fitness Battalion,CrossFit: 17:30,13:08,0,,1,0,Time,
03/30/2019,Metcon,"19 WBs [20/14][14/10]
19 Cal Row
25 TTB
50 DU
15 Cleans [135/85][95/55]
19 WBs
19 Cals
25 TTB
50 DU
13 Cleans [185/115][115/75]
19 WBs
19 Cals
25 TTB
50 DU
11 Cleans [225/145][135/95]
19 WBs
19 Cals
15m OH DB Walking Lunge [50/35][Front Rack]
20 DB Step Ups [24""]
15 HSPU
15m Bear Crawl
19 WBs
19 Cals
10 Snatches [95/65][65/45]
12 Bar Facing Burpees
10 Bar Muscle Ups
12 Bar Facing Burpees
27 Thrusters [95/65][65/45]
27 CTB Pull Ups",11818588,Fitness Battalion,CrossFit: 09:00,45:00,0,,0,0,Time,
03/29/2019,Metcon,"15min AMRAP
500m Bike
10 MB TTB [10/6]
20 GHD Sit Ups",11774596,Fitness Battalion,CrossFit: 17:30,4 + 0,0,,1,0,AMRAP - Rounds and Reps,
03/27/2019,Metcon,"15min AMRAP
3 Squat Snatch [185/115]
15m Handstand Walk",11774558,Fitness Battalion,CrossFit: 17:30,7 + 0,0,,0,0,AMRAP - Rounds and Reps,"105#, bear crawl 30m"
03/25/2019,DT,"5 Rounds for time:  
12 Deadlifts, 155# / 105# 
9 Hang Power Cleans, 155# / 105#
6 Push Jerks, 155# / 105#",116,Fitness Battalion,CrossFit: 17:30,9:35,0,,1,0,Time,
03/20/2019,Metcon,"6 Rounds
100m Farmer's Carry [35s/26s]
30 KB Front Rack Squats
10 KB Front Rack Lunges",11723602,Fitness Battalion,CrossFit: 17:30,23:50,0,,1,0,Time,26s
03/19/2019,Metcon,"5 Rounds
500m Bike
3 Power Cleans [225/135]",11723594,Fitness Battalion,CrossFit: 12:00,6:30,0,,1,0,Time,
03/18/2019,Mary,"20-Minute AMRAP of:  
5 Handstand Push-ups  
10 Pistols (5-L / 5-R)  
15 Pull-ups",173,Fitness Battalion,CrossFit: 17:30,5 + 16,0,,0,0,AMRAP - Rounds and Reps,ab mat hspu
03/16/2019,5k Row,Max Effort 5k Row,83,Fitness Battalion,CrossFit: 09:00,21:40,0,,1,0,Time,
03/16/2019,FB Triathlon,"FB Triathlon
10min AMRAP
Back Squats [BW][75%BW][Box]
Then
5000m Row
Then
Monster Mile Run
(Each back squat completed earns a 6 second reduction of your total time)",8415434,Fitness Battalion,CrossFit: 09:00,36:28,0,,0,0,Time,"105#, 4k bike for run, did 60 squats"
03/15/2019,CrossFit Games Open 19.4 (Ages 16-54),"3 rounds of:
 10 snatches 95lb/65lb
 12 bar-facing burpees

Then, rest 3 minutes before continuing with:

3 rounds of:
 10 bar muscle-ups
 12 bar-facing burpees

Time cap: 12 minutes, including 3-minute rest
period",11732227,Fitness Battalion,CrossFit: 17:30,66 Reps,0,,1,0,AMRAP - Reps,"4:19, finished out with pull ups 12:00"
03/13/2019,Metcon,"15-12-9
Cal Bike
Clusters [155/105]",11667833,Fitness Battalion,CrossFit: 17:30,11:21,0,,1,0,Time,
03/11/2019,The Seven,"7 Rounds of:  
7 Handstand Push-ups  
7 Thrusters, 135#  
7 Knees-To-Elbows  
7 Deadlifts, 245#  
7 Burpees  
7 Kettlebell Swings, 70#  
7 Pull-ups",211,Fitness Battalion,CrossFit: 17:30,36:15,0,,0,0,Time,"65#, 15#+pad hspu, k2c"
03/09/2019,Metcon,"Teams of Two

Complete for Time:
""Jackie""
1000m Row
50 Thrusters [45/35]
30 Pull Ups
""Annie""
50-40-30-20-10
Double Unders
Sit Ups
""Grace""
30 Clean and Jerks [135/95]
""Karen""
150 WB Shots [20/14]
""Randy""
75 Power Snatches [75/55]
(One bar per team, one person working at a time)",11624711,Fitness Battalion,CrossFit: 09:00,33:00,0,,0,0,Time,60 snatch
03/08/2019,Crossfit Games Open 19.3 (Ages 16-54),"200-ft. dumbbell overhead lunge 50lb/35lb
50 dumbbell box step-ups 24in/20in
50 strict handstand push-ups
200-ft. handstand walk

Time cap: 10 minutes",11689654,Fitness Battalion,CrossFit: 12:00,125 Reps,0,,0,0,AMRAP - Reps,"banded hspu purple-purple-bar14, 90@7:00"
03/06/2019,Metcon,"10 Rounds
50 DU
10 PP [95/65]
10 Pull Ups
10 Burpees
10 OHS",11624651,Fitness Battalion,CrossFit: 17:30,40:30,0,,0,0,Time,"500m bike, ohs to bench"
03/04/2019,Amanda,"3 Rounds for time of 9-7-5 reps of:  

Ring Muscle-ups  
Snatch, 135#/95#",89,Fitness Battalion,CrossFit: 17:30,6:55,0,,0,0,Time,"power, banded bar green 24-8"
03/01/2019,Crossfit Games Open 19.2 (Ages 16-54),"8 Minute AMRAP + Bonus Time of:

25 Toes To Bar
50 Double Unders
Squat Cleans*

*Round 1 - 15 @ 135# / 85#
*Round 2 - 13 @ 185# / 115#
*Round 3 - 11 @ 225# / 145#
*Round 4 - 9 @ 275# / 175#
*Round 5 - 7 @ 315# / 205#

Time extends by 4-minutes time after completing rounds 2, 3 and 4. If you complete Round 5, your score is the time you finish.",11645946,Fitness Battalion,CrossFit: 12:00,260 Reps,0,,0,0,AMRAP - Reps,"15cal bike for du, power cleans"
02/27/2019,Metcon,"5 Rounds
400m Run
15 Front Squats [95/65]",11604168,Fitness Battalion,CrossFit: 17:30,13:04,0,,0,0,Time,"1000m bike, bench fs"
02/25/2019,Metcon,"21-15-9
Deficit Push Ups [4""]
Goblet Squats [70/53]",11604150,Fitness Battalion,CrossFit: 17:30,5:08,0,,1,0,Time,
02/18/2019,Metcon,"21-15-9
Burpee Tuck Jumps
Sandbag Squat Jumps [Green/Black]",11533844,Fitness Battalion,CrossFit: 17:30,5:08,0,,1,0,Time,
02/15/2019,Metcon,"15min AMRAP
5 Hang Squat Cleans [135/95]
5 Strict CTB Pull Ups",11495778,Fitness Battalion,CrossFit: 12:00,8 + 3,0,,0,0,AMRAP - Rounds and Reps,kipping chin over
02/13/2019,Metcon,"15min AMRAP
5 Band Resisted Push Ups [Green, Purple] or Handstand Push Ups
5 KB Swings [100/70]
5 Goblet Squats",11495699,Fitness Battalion,CrossFit: 17:30,8 + 0,0,,1,0,AMRAP - Rounds and Reps,banded push ups
02/11/2019,Fran,"21-15-9  
Thrusters, 95# / 65#  
Pull-ups",123,Fitness Battalion,CrossFit: 17:30,7:08,0,,1,0,Time,
02/11/2019,2min Double-Unders,Get as many double-unders as possible in two minutes. Record your largest unbroken set in the notes,8435223,Fitness Battalion,CrossFit: 17:30,95 Reps,1,PR by 55 reps vs. 40 on 10/23/2017,1,0,AMRAP - Reps,30 unbroken
02/08/2019,Metcon,"15-12-9
Cal Bike
Clusters [135/95]",11460610,Fitness Battalion,CrossFit: 12:00,10:30,0,,1,0,Time,
02/06/2019,Eva,"5 rounds for time:  
Run 800 meters  
30 Kettlebell swing, 70# / 53# 
30 Pull-ups",119,Fitness Battalion,CrossFit: 17:30,53:20,0,,1,0,Time,
02/04/2019,Metcon,"15min AMRAP
20m Overhead Band Walk [Purple/Black]
10 Pull Ups",11460528,Fitness Battalion,CrossFit: 17:30,6 + 0,0,,1,0,AMRAP - Rounds and Reps,
02/01/2019,Metcon,"5 Rounds
20 Slosh Ball Shoulders [130/80]
20 Quake Bar Overhead Lunges [45+26s, 35+10s]",11430633,Fitness Battalion,CrossFit: 12:00,17:50,0,,0,0,Time,48# slosh
01/30/2019,Metcon,"15min AMRAP
5 Clusters [135/95]
10 Deadlifts
5 Barbell Burpees",11430543,Fitness Battalion,CrossFit: 17:30,5 + 1,0,,1,0,AMRAP - Rounds and Reps,
01/29/2019,Metcon,"60 Tire Flips
20 Front Rack Lunges [185/125]
10m Mat Drag [4x8, 4x6]
18 Front Rack Lunges [185/125]
10m Mat Drag [4x8, 4x6]
16 Front Rack Lunges [185/125]
10m Mat Drag [4x8, 4x6]
...
4 Front Rack Lunges [185/125]
10m Mat Drag [4x8, 4x6]
2 Front Rack Lunges [185/125]
10m Mat Drag [4x8, 4x6]",11430478,Fitness Battalion,CrossFit: 17:30,24:47,0,,0,0,Time,"105#, 225# tire"
01/28/2019,Baseline,"500m Row
40 Squats
30 Sit Ups
20 Push Ups
10 Pull Ups",8542589,Fitness Battalion,CrossFit: 17:30,5:00,0,,1,0,Time,
01/25/2019,Metcon,"45min As Many Animals As Possible
Frog Jump
Crab Walk
Duck Walk
Bear Crawl
Inch Worm (No Push Up)
Alligator Walk
Seal Walk
Backwards Frog Jump
Backwards Crab Walk
Backwards Duck Walk
Backwards Bear Crawl
Backwards Inch Worm (No Push Up)
Backwards Alligator Walk
(45m per animal)",11414131,Fitness Battalion,CrossFit: 12:00,585 meters,0,,1,0,Distance,
01/23/2019,Fight Gone Worse,"3 Rounds
1min Thrusters [95/65]
1min Power Cleans [95/65]
1min Back Squat Jumps [95/65]
1min Pull Ups
1min Backwards Bear Crawls [Meters]
1min Rest",8838057,Fitness Battalion,CrossFit: 17:30,278 Total Reps,0,,1,0,Each Round For Reps,
01/21/2019,Isabel,"For Time:  30 Snatches, 135# / 95#",142,Fitness Battalion,CrossFit: 17:30,4:30,0,,1,0,Time,
01/18/2019,CrossFit Games Open 18.zero,"21-15-9
Dumbbell Snatches 50/35
Burpees Jumping Over the Dumbbells",9207332,Fitness Battalion,CrossFit: 12:00,4:51,0,,1,0,Time,
01/16/2019,Metcon,"-1000m Row
-50 KB Swings(53,35)
-40 Goblet Squats
-30 V-Ups
-20 Thrusters (115,75)
-10 Pistols (each leg)
-20 Thrusters
-30 K2W
-40 Goblet Squats
-50 KB Swings
?-1000m Row",11337814,Fitness Battalion,CrossFit: 17:30,31:33,0,,1,0,Time,
01/14/2019,Metcon,"150/120 Cal Row
- Every 3 mins -
5 Pull Ups
10 Push Ups
15 Air Squats

* continue until the amount of calories is complete *",11338207,Fitness Battalion,CrossFit: 17:30,0 + 0,0,,1,0,AMRAP - Rounds and Reps,14:10
01/14/2019,800m Run,Max Effort 800m Run,85,Fitness Battalion,CrossFit: 17:30,3:09,1,PR by 1:43 vs. 4:52 on 09/25/2018,1,0,Time,
01/12/2019,Metcon,"800m Run
6 Rounds:
-5 OTB Burpees
-10 Shoulder to Overhead (95/65)
-400m Run
-4 Rounds:
-5 OTB Burpees
-10 S2O (same weight)
200m Run
-2 Rounds:
-5 OTB Burpees
-10 S2O",11303341,Fitness Battalion,CrossFit: 11:00,22:50,0,,1,0,Time,
01/11/2019,Metcon,"3 Rounds:
-10  Pull-ups
-10 Squat Snatch (95/65)
-10 GHD Situps
?-400m Run",11303327,Fitness Battalion,CrossFit: 17:30,14:58,0,,1,0,Time,
01/09/2019,Metcon,"21-15-9:
DB/KB Hang Squat Clean (53/35#)
Row Calories
DB/KB Push Press (53/35#)
400m Run (after each round)",11278025,Fitness Battalion,CrossFit: 17:30,18:51,0,,1,0,Time,
01/09/2019,1-Mile Run,Max Effort 1-Mile Run,78,Fitness Battalion,CrossFit: 17:30,7:39,0,,1,0,Time,monster
01/08/2019,Metcon,"3 Rounds For Time:
30 GHD Sit Up
30 Dumbbell Snatch 50/35
30 Toes to Bar
30 Dumbbell Snatch 50/35
",11291043,Fitness Battalion,CrossFit: 17:30,18:18,0,,0,0,Time,"GHD, 35 drop to 20#"
01/07/2019,Metcon,"For RX+ & RX:
For time:
3,000m Row
300 DUs
33 Weighted Lunges (53/35#) (total steps)",11278105,Fitness Battalion,CrossFit: 17:30,19:39,0,,1,0,Time,
01/05/2019,Metcon,"Partner WOD (teams of 2)
4 Rnds for Time of:
- 8 man makers (50/35#) partner holds plank while on is working
- 20 DLs (275/205#) partner does a wall sit while other partner is working
-24 one-arm DB Thrusters (53/35#) partner does sissor kicks while partner is working
- Cash Out 500 Double Unders (or 1000 singles) partner is rowing while other is working
*partners may switch out anytime
",11266413,Fitness Battalion,CrossFit: 09:00,32:59,0,,0,0,Time,
01/04/2019,Metcon,"Fatal 40:
40 WBs (20/14#)
40 Hang Cleans (95/65#)
40 PUs
40 DLs (95/65#)
40 Push Ups
40  BJs (24/20)
40 KB (53/35#)
40 T2B
40 Air Squats
40 Hang Snatches (95/65)
40 DUs
40 GHDs
40 Burpees",11248771,Fitness Battalion,CrossFit: 17:30,32:10,0,,0,0,Time,"ring rows, 24"" step ups, k2w"
12/21/2018,Metcon,"20min AMRAP:
20 Kettlebell Swings (70/53#)
40 Flutter Kicks",11171313,Fitness Battalion,CrossFit: 17:30,9 + 10,0,,1,0,AMRAP - Rounds and Reps,plus 10 push ups per round
12/20/2018,Metcon,"Every 5 minutes, for 15 minutes (3 sets) for times:
500 Meter Row
10 Renegade Rows  KB (53/35 lbs)
20 V-Ups",11171256,Fitness Battalion,CrossFit: 17:30,10:20,0,,0,0,Time,
12/19/2018,Metcon,"Every 8 minutes, for 32 minutes (4 sets):
20/15 Calories of  Rowing
20 Dumbbell Squats (53/35#)
20 Walking Lunges with KB Farmer’s Carry (53/35#)
400 Meter Run…",11171378,Fitness Battalion,CrossFit: 17:30,5:25,0,,1,0,Time,
12/13/2018,Metcon,"12 min Amrap
16 DB Thrusters (50s/35s)
24 GHD’s",11146420,Fitness Battalion,CrossFit: 17:30,4 + 3,0,,0,0,AMRAP - Rounds and Reps,abmat situps w/ 14# medball
12/12/2018,12 Days of Crossfit (Hulk),"1 HSPU
2 Pistols
3 Bar Muscle Ups
4 Burpees
5 Ring Dips
6 Deadlifts [135/95]
7 Pull Ups
8 WB Shots [20/14]
9 Toes to Bar
10 Double Unders
11 Thrusters [135/95]
12 Bear Complexes [135/95]
(45min Cutoff)",8897536,Fitness Battalion,CrossFit: 17:30,36:25,0,,0,0,Time,"85#, band hspu, box assist mu, leg assist dips, k2w "
12/11/2018,Metcon,"For Time

18-15-12-9-6-3 
Thrusters (75/55)
Power snatches (75/55)
K2W",11129880,Fitness Battalion,CrossFit: 12:00,15:14,0,,1,0,Time,
12/10/2018,Metcon,"Big Dan:
20min AMRAP:
30 box jumps 30""
20 Push Press, 135#
30 Strict Pull Ups",11116599,Fitness Battalion,CrossFit: 17:30,3 + 4,0,,0,0,AMRAP - Rounds and Reps,"24"" step ups, 85#, 1 round pull ups, then ring rows"
12/08/2018,Karen,"For Time:  
150 Wall-Ball Shots, 20# / 14#",155,Fitness Battalion,CrossFit: 09:00,7:12,0,,1,0,Time,
12/06/2018,Metcon,"20min AMRAP:
5 Burpees to Bar
10 Turkish Get Ups",11086092,Fitness Battalion,CrossFit: 17:30,4 + 16,0,,1,0,AMRAP - Rounds and Reps,26#
12/05/2018,Metcon,"21-18-15-12-9-6-3 of:
DL (155/105#)
Weighted Lunges (45/25#) ea. leg
GHDs
-after each round 1 legless rope climb",11079289,Fitness Battalion,CrossFit: 12:00,19:58,0,,0,0,Time,legs
12/04/2018,Metcon,"12 min AMRAP:
-3 Front Squats (185,125)
-3 T2B
-6 Front Squats
-6 T2B
-9 Front Squats
-9 T2B...etc
then,
directly into 5 min max OTB Burpees
",11079396,Fitness Battalion,CrossFit: 17:30,139 Reps,0,,0,0,AMRAP - Reps,90 + 49 burpees / 125# down to 115#
12/03/2018,Metcon,"4 Rounds:
-50 Double Unders
-7 HSPU w 4"" deficit
?-7 Power Cleans (135,95)",11079477,Fitness Battalion,CrossFit: 12:00,8:25,0,,0,0,Time,green-black
11/30/2018,Cindy,"20-Minute AMRAP of: 
5 Pull-ups  
10 Push-ups 
15 Squats",106,Fitness Battalion,CrossFit: 17:30,10 + 0,0,,1,0,AMRAP - Rounds and Reps,
11/29/2018,Metcon,"All athlete levels:
10 Rounds of:
Every 2 mins 200m Sprint",11034982,Fitness Battalion,CrossFit: 17:30,0:37,0,,1,0,Time,
11/27/2018,Metcon,"800m Run
10-1 Bar Muscle Ups
1-10 GHD Situps
800m Run",11027844,Fitness Battalion,CrossFit: 17:30,20:55,0,,0,0,Time,jumping bar muscle up
11/26/2018,Metcon,"5 Rnds For Time:
10 Sqt cleans (135/95#)
10 OTB Burpees
10 KB Swings (70/53#)
500m Row",11027799,Fitness Battalion,CrossFit: 12:00,26:39,0,,0,0,Time,"reg burpees, rkb"
11/24/2018,Metcon,"Three rounds for time of:
400 Meter Run
10 Dumbbell Box Step-Overs
(load these heavy enough to be a good challenge)",10996838,Fitness Battalion,CrossFit: 09:00,9:02,0,,1,0,Time,
